mesure,indicateur,id_indicateur,code_departement,libelle_departement,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,cible,pourcentage_cible,date_cible,unite
Déployer le pass Culture,Nombre d’utilisateurs du pass Culture de 18 ans,nb-utilisateurs-pass-culture,2A,Corse-du-Sud,1275.0,2022-12-31,0,2019-01-31,1275.0,,2253.0,57.0,2022-12-31,utilisateurs
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,2A,Corse-du-Sud,24.0,2022-12-31,0,2019-03-31,24.0,,161.0,15.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,2A,Corse-du-Sud,158.0,2022-12-31,0,2019-03-31,158.0,,372.0,42.0,2022-12-31,attestations
