mesure,indicateur,id_indicateur,code_region,libelle_region,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,cible,pourcentage_cible,date_cible,unite
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,52,Pays de la Loire,24232.0,2019-12-31,20120.0,2017-12-31,4112.0,20.0,,,,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,52,Pays de la Loire,65073.0,2020-11-30,59996.0,2018-11-30,5077.0,8.0,,,,recrutements dans l'année
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,52,Pays de la Loire,1360883.0,2020-12-31,0.0,2017-01-01,1360883.0,,1698756.0,80.0,2023-12-31,bénéficiaires
