mesure,indicateur,id_indicateur,code_region,libelle_region,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,cible,pourcentage_cible,date_cible,unite
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,44,Grand Est,30827.0,2019-12-31,24621.0,2017-12-31,6206.0,25.0,,,,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,44,Grand Est,75692.0,2020-11-30,72177.0,2018-11-30,3515.0,5.0,,,,recrutements dans l'année
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,44,Grand Est,1900968.0,2020-12-31,0.0,2017-01-01,1900968.0,,2465391.0,77.0,2023-12-31,bénéficiaires
