mesure,indicateur,id_indicateur,code_region,libelle_region,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,cible,pourcentage_cible,date_cible,unite
Déployer le pass Culture,Nombre d’utilisateurs du pass Culture de 18 ans,nb-utilisateurs-pass-culture,52,Pays de la Loire,85319.0,2022-12-31,0,2019-01-31,85319.0,,87781.0,97.0,2022-12-31,utilisateurs
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,52,Pays de la Loire,1561.0,2022-12-31,0,2019-03-31,1561.0,,5173.0,30.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,52,Pays de la Loire,10106.0,2022-12-31,0,2019-03-31,10106.0,,11745.0,86.0,2022-12-31,attestations
