mesure,indicateur,id_indicateur,code_region,libelle_region,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,cible,pourcentage_cible,date_cible,unite
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,01,Guadeloupe,1114.0,2019-12-31,950.0,2017-12-31,164.0,17.0,,,,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,01,Guadeloupe,2812.0,2020-11-30,2620.0,2018-11-30,192.0,7.0,,,,recrutements dans l'année
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,01,Guadeloupe,122819.0,2020-12-31,0.0,2017-01-01,122819.0,,152451.0,81.0,2023-12-31,bénéficiaires
